,solutes,solvents,solubility_param,solubility_category
2672,AF,Dimethyl_sulphoxide,2,soluble
2673,AF,Propylene_carbonate,6,non-soluble
2674,AF,gamma_Butyrolactone,4,theta
2675,AF,Acetone,5,non-soluble
2676,AF,Methyl_ethyl_ketone,3,theta
2677,AF,Methyl_isobutyl_ketone,4,theta
2678,AF,Methyl_isoamyl_ketone,5,non-soluble
2679,AF,Diisobutyl_ketone,6,non-soluble
2680,AF,Isophorone,2,soluble
2681,AF,Acetophenone,2,soluble
2682,AF,Cyclohexanone,1,soluble
2683,AF,Tetrahydrofuran,1,soluble
2684,AF,Mesityl_oxide,2,soluble
2685,AF,Ethyl_acetate,6,non-soluble
2686,AF,n-Butyl_acetate,5,non-soluble
2687,AF,Isoamyl_acetate,5,non-soluble
2688,AF,Isobutyl_isobutyrate,6,non-soluble
2689,AF,Acetonitrile,6,non-soluble
2690,AF,Butyronitrite,6,non-soluble
2691,AF,Nitromethane,6,non-soluble
2692,AF,Nitroethane,6,non-soluble
2693,AF,2-Nitropropane,5,non-soluble
2694,AF,Aniline,3,theta
2695,AF,Nitrobenzene,2,soluble
2696,AF,Ethanolamine,6,non-soluble
2697,AF,Dimethyl_formamide,4,theta
2698,AF,Dipropyl_amine,6,non-soluble
2699,AF,Diethyl_amine,6,non-soluble
2700,AF,Morpholine,1,soluble
2701,AF,Cyclohexylamine,6,non-soluble
2702,AF,Pyridine,2,soluble
2703,AF,Carbon_terachloride,6,non-soluble
2704,AF,Chloroform,5,non-soluble
2705,AF,Ethylen_chloride,3,theta
2706,AF,Methylene_chloride,2,soluble
2707,AF,1_1_1-Trichloroethane,6,non-soluble
2708,AF,1-Chlorobutane,6,non-soluble
2709,AF,Trichloroethylene,5,non-soluble
2710,AF,2_2-Dichloro_diethyl_ether,3,theta
2711,AF,Chlorobenzene,4,theta
2712,AF,o-Dichlorobenzene,4,theta
2713,AF,alpha-bromonaphtaline,4,theta
2714,AF,Cyclohexylchloride,5,non-soluble
2715,AF,Benzene,5,non-soluble
2716,AF,Toluene,5,non-soluble
2717,AF,Xylene,6,non-soluble
2718,AF,Ethyl_benzene,6,non-soluble
2719,AF,Styrene,5,non-soluble
2720,AF,Tetralin,6,non-soluble
2721,AF,Hexane,6,non-soluble
2722,AF,Cyclohexane,6,non-soluble
2723,AF,Acetic_acid,6,non-soluble
2724,AF,Formic_acid_90,6,non-soluble
2725,AF,Butyric_acid,6,non-soluble
2726,AF,Benzaldehyde,1,soluble
2727,AF,Acetic_anhydride,6,non-soluble
2728,AG,Methanol ,6,non-soluble
2729,AG,Ethanol_96,6,non-soluble
2730,AG,Ethanol_99p9,6,non-soluble
2731,AG,n-Propanol,6,non-soluble
2732,AG,n-Butanol,6,non-soluble
2733,AG,Pentanol-1,6,non-soluble
2734,AG,2-Ethyl_butanol,6,non-soluble
2735,AG,2-Ethyl_hexanol,6,non-soluble
2736,AG,Methyl_isobutyl_carbinol,6,non-soluble
2737,AG,Propylene_glycol,6,non-soluble
2738,AG,Ethylene_glycol,6,non-soluble
2739,AG,1_3-Butandiol,6,non-soluble
2740,AG,Glycerol,6,non-soluble
2741,AG,Cyclohexanol,5,non-soluble
2742,AG,m-Cresol,1,soluble
2743,AG,Ethyl_lactate,5,non-soluble
2744,AG,n-Butyl_lactate,1,soluble
2745,AG,Diethylene_glycol,6,non-soluble
2746,AG,Dipropylene_glycol,6,non-soluble
2747,AG,2-Butoxyethanol,1,soluble
2748,AG,Methyl_dioxitol,4,theta
2749,AG,Butyl_dioxitol,1,soluble
2750,AG,Oxitole,2,soluble
2751,AG,Diacetone_alcohol,5,non-soluble
2752,AG,Cellusolve_acetate,1,soluble
2753,AG,Methyl_Cellusolve,5,non-soluble
2754,AG,Diethyl_ether,1,soluble
2755,AG,Furan,1,soluble
2756,AG,Dioxane,1,soluble
2757,AG,Methylal,1,soluble
2758,AG,Diethyl_sulfide,1,soluble
2759,AG,Carbon_disulfide,1,soluble
2760,AG,Dimethyl_sulphoxide,6,non-soluble
2761,AG,Propylene_carbonate,6,non-soluble
2762,AG,gamma_Butyrolactone,2,soluble
2763,AG,Acetone,2,soluble
2764,AG,Methyl_ethyl_ketone,1,soluble
2765,AG,Methyl_isobutyl_ketone,1,soluble
2766,AG,Methyl_isoamyl_ketone,1,soluble
2767,AG,Diisobutyl_ketone,1,soluble
2768,AG,Isophorone,1,soluble
2769,AG,Acetophenone,1,soluble
2770,AG,Cyclohexanone,1,soluble
2771,AG,Tetrahydrofuran,1,soluble
2772,AG,Mesityl_oxide,1,soluble
2773,AG,Ethyl_acetate,1,soluble
2774,AG,n-Butyl_acetate,1,soluble
2775,AG,Isoamyl_acetate,1,soluble
2776,AG,Isobutyl_isobutyrate,1,soluble
2777,AG,Acetonitrile,5,non-soluble
2778,AG,Butyronitrite,1,soluble
2779,AG,Nitromethane,5,non-soluble
2780,AG,Nitroethane,2,soluble
2781,AG,2-Nitropropane,1,soluble
2782,AG,Aniline,1,soluble
2783,AG,Nitrobenzene,1,soluble
2784,AG,Ethanolamine,6,non-soluble
2785,AG,Dimethyl_formamide,1,soluble
2786,AG,Dipropyl_amine,1,soluble
2787,AG,Diethyl_amine,1,soluble
2788,AG,Morpholine,1,soluble
2789,AG,Cyclohexylamine,1,soluble
2790,AG,Pyridine,1,soluble
2791,AG,Carbon_terachloride,1,soluble
2792,AG,Chloroform,1,soluble
2793,AG,Ethylen_chloride,1,soluble
2794,AG,Methylene_chloride,1,soluble
2795,AG,1_1_1-Trichloroethane,1,soluble
2796,AG,1-Chlorobutane,1,soluble
2797,AG,Trichloroethylene,1,soluble
2798,AG,2_2-Dichloro_diethyl_ether,1,soluble
2799,AG,Chlorobenzene,1,soluble
2800,AG,o-Dichlorobenzene,1,soluble
2801,AG,alpha-bromonaphtaline,1,soluble
2802,AG,Cyclohexylchloride,1,soluble
2803,AG,Benzene,1,soluble
2804,AG,Toluene,1,soluble
2805,AG,Xylene,1,soluble
2806,AG,Ethyl_benzene,1,soluble
2807,AG,Styrene,1,soluble
2808,AG,Tetralin,1,soluble
2809,AG,Hexane,5,non-soluble
2810,AG,Cyclohexane,2,soluble
2811,AG,Acetic_acid,5,non-soluble
2812,AG,Formic_acid_90,6,non-soluble
2813,AG,Butyric_acid,1,soluble
2814,AG,Benzaldehyde,1,soluble
2815,AG,Acetic_anhydride,5,non-soluble
2816,AH,Methanol ,5,non-soluble
2817,AH,Ethanol_96,5,non-soluble
2818,AH,Ethanol_99p9,6,non-soluble
2819,AH,n-Propanol,6,non-soluble
2820,AH,n-Butanol,6,non-soluble
2821,AH,Pentanol-1,6,non-soluble
2822,AH,2-Ethyl_butanol,6,non-soluble
2823,AH,2-Ethyl_hexanol,6,non-soluble
2824,AH,Methyl_isobutyl_carbinol,6,non-soluble
2825,AH,Propylene_glycol,3,theta
2826,AH,Ethylene_glycol,1,soluble
2827,AH,1_3-Butandiol,6,non-soluble
2828,AH,Glycerol,6,non-soluble
2829,AH,Cyclohexanol,6,non-soluble
2830,AH,m-Cresol,1,soluble
2831,AH,Ethyl_lactate,3,theta
2832,AH,n-Butyl_lactate,6,non-soluble
2833,AH,Diethylene_glycol,1,soluble
2834,AH,Dipropylene_glycol,1,soluble
2835,AH,2-Butoxyethanol,6,non-soluble
2836,AH,Methyl_dioxitol,1,soluble
2837,AH,Butyl_dioxitol,1,soluble
2838,AH,Oxitole,1,soluble
2839,AH,Diacetone_alcohol,1,soluble
2840,AH,Cellusolve_acetate,6,non-soluble
2841,AH,Methyl_Cellusolve,1,soluble
2842,AH,Diethyl_ether,6,non-soluble
2843,AH,Furan,6,non-soluble
2844,AH,Dioxane,2,soluble
2845,AH,Methylal,6,non-soluble
2846,AH,Diethyl_sulfide,6,non-soluble
2847,AH,Carbon_disulfide,4,theta
2848,AH,Dimethyl_sulphoxide,1,soluble
2849,AH,Propylene_carbonate,6,non-soluble
2850,AH,gamma_Butyrolactone,1,soluble
2851,AH,Acetone,5,non-soluble
2852,AH,Methyl_ethyl_ketone,6,non-soluble
2853,AH,Methyl_isobutyl_ketone,6,non-soluble
2854,AH,Methyl_isoamyl_ketone,6,non-soluble
2855,AH,Diisobutyl_ketone,6,non-soluble
2856,AH,Isophorone,5,non-soluble
2857,AH,Acetophenone,4,theta
2858,AH,Cyclohexanone,5,non-soluble
2859,AH,Tetrahydrofuran,3,theta
2860,AH,Mesityl_oxide,4,theta
2861,AH,Ethyl_acetate,6,non-soluble
2862,AH,n-Butyl_acetate,6,non-soluble
2863,AH,Isoamyl_acetate,6,non-soluble
2864,AH,Isobutyl_isobutyrate,6,non-soluble
2865,AH,Acetonitrile,6,non-soluble
2866,AH,Butyronitrite,5,non-soluble
2867,AH,Nitromethane,6,non-soluble
2868,AH,Nitroethane,6,non-soluble
2869,AH,2-Nitropropane,6,non-soluble
2870,AH,Aniline,1,soluble
2871,AH,Nitrobenzene,4,theta
2872,AH,Ethanolamine,1,soluble
2873,AH,Dimethyl_formamide,1,soluble
2874,AH,Dipropyl_amine,6,non-soluble
2875,AH,Diethyl_amine,5,non-soluble
2876,AH,Morpholine,1,soluble
2877,AH,Cyclohexylamine,3,theta
2878,AH,Pyridine,1,soluble
2879,AH,Carbon_terachloride,5,non-soluble
2880,AH,Chloroform,6,non-soluble
2881,AH,Ethylen_chloride,6,non-soluble
2882,AH,Methylene_chloride,6,non-soluble
2883,AH,1_1_1-Trichloroethane,6,non-soluble
2884,AH,1-Chlorobutane,6,non-soluble
2885,AH,Trichloroethylene,5,non-soluble
2886,AH,2_2-Dichloro_diethyl_ether,6,non-soluble
2887,AH,Chlorobenzene,5,non-soluble
2888,AH,o-Dichlorobenzene,4,theta
2889,AH,alpha-bromonaphtaline,4,theta
2890,AH,Cyclohexylchloride,6,non-soluble
2891,AH,Benzene,5,non-soluble
2892,AH,Toluene,5,non-soluble
2893,AH,Xylene,6,non-soluble
2894,AH,Ethyl_benzene,6,non-soluble
2895,AH,Styrene,5,non-soluble
2896,AH,Tetralin,4,theta
2897,AH,Hexane,6,non-soluble
2898,AH,Cyclohexane,6,non-soluble
2899,AH,Acetic_acid,4,theta
2900,AH,Formic_acid_90,1,soluble
2901,AH,Butyric_acid,6,non-soluble
2902,AH,Benzaldehyde,3,theta
2903,AH,Acetic_anhydride,5,non-soluble
